"Open Houses","Photo","MLS","AR","S","Address","City","BR","Baths(FTHQ)","SqFt","Lot Sz","YB","LP","SP","Lease Terms","Furnished","DOM"
"","23","25-484113","11","LD","29   25Th Ave #C","Venice","0","1.00 (1 0 0 0)","400","2,640","1921","$2,795","$2,795","1+Year","Unfurnished","10"
"","25","24-466017","11","LD","15   Dudley Ave #7","Venice","0","1.00 (1 0 0 0)","400","3,560","1972","$2,795","$2,845","12 Months","Unfurnished","18"
"","38","24-468437","11","LD","115   Breeze Ave #3","Venice","1","2.00 (2 0 0 0)","600","2,251","1915","$2,800","$2,800","Month-to-Month","Unfurnished","8"
"","46","25497123","11","LD","305 309  Broadway St #4","Venice","1","1.00 (1 0 0 0)","565","15,597","1961","$2,800","$2,800","Month-to-Month","Unfurnished","9"
"","42","25559557","11","LD","505   Westminster Ave #3","Venice","1","1.00 (1 0 0 0)","446","5,201","1948","$2,800","$2,800","Month-to-Month","Unfurnished","1"
"","8","OC25086927MR","11","LD","22   Paloma AVE #C","VENICE","1","1.00 (1 0 0 0)","600","3,525","1922","$2,800","$2,700","1-Year,Month-to-Month,Negotiable,Weekly","","0"
"","4","25526175","11","LD","15   Dudley Ave #2","Venice","0","1.00 (1 0 0 0)","580","3,560","1972","$2,895","$2,895","12 Months","Unfurnished","13"
"","22","25527507","11","LD","14   Brooks Ave #7","Venice","0","1.00 (1 0 0 0)","300","6,025","2022","$2,950","$2,950","Negotiable","Furnished","43"
"","13","24-462161","11","LD","859   Commonwealth Ave #1/2","Venice","1","1.00 (1 0 0 0)","650","6,245","1927","$2,950","$2,950","1+Year","Unfurnished","7"
"","17","24-450275","11","LD","225   Venice Way  ","Venice","1","1.00 (1 0 0 0)","","4,027","","$2,950","$2,950","1+Year","Unfurnished","9"
"","24","24-432779","11","LD","610   Westminster Ave #E","Venice","2","1.00 (1 0 0 0)","725","5,200","1961","$2,995","$2,995","1+Year,12 Months","Unfurnished","31"
"","8","24-421041","11","LD","2001   Penmar Ave #8","Venice","2","1.00 (1 0 0 0)","900","10,370","1962","$2,995","$2,995","1-Year","Unfurnished","17"
"","10","25525295","11","LD","2001   Penmar Ave #4","Venice","1","1.00 (1 0 0 0)","650","2,220,253","1962","$2,995","$2,995","1-Year","Unfurnished","32"
"","12","25494133","11","LD","247   3rd Ave ","Venice","1","1.00 (1 0 0 0)","700","6,450","1953","$2,995","$2,995","1-Year,1+Year","Unfurnished","16"
"","13","25506479","11","LD","318   Brooks Ave ","Venice","1","1.00 (1 0 0 0)","600","5,196","1956","$2,995","$2,995","1+Year","Unfurnished","7"
"","1","25555949","11","LD","938 1/2  Milwood Ave ","Venice","1","1.00 (1 0 0 0)","600","4,252","1930","$2,995","$2,995","1+Year","Unfurnished","6"
"","15","SB24206274MR","11","LD","1907   Canal ST ","VENICE","1","1.00 (1 0 0 0)","700","2,989","1986","$3,000","$3,000","","","27"
"","16","25515441","11","LD","676   BROADWAY ST #A","VENICE","1","1.00 (1 0 0 0)","512","5,201","2015","$3,000","$3,000","1+Year","Unfurnished","24"
"","1","25-483113","11","LD","604   Venezia Ave #2","Venice","1","1.00 (1 0 0 0)","500","5,315","1951","$3,000","$3,300","1-Year","Both","176"
"","8","24-430055","11","LD","529   GRAND  #A","VENICE","1","1.00 (1 0 0 0)","440","2,701","1923","$3,040","$3,040","1+Year","Unfurnished","15"
"","8","24-401399","11","LD","38   Sunset Ave #A","Venice","1","1.00 (1 0 0 0)","350","3,603","1924","$3,100","$3,100","1+Year","Both","71"
"","20","24-465123","11","LD","719   Brooks Ave ","Venice","1","1.00 (1 0 0 0)","","5,205","1952","$3,100","$3,100","1+Year","Unfurnished","14"
"","27","25541313","11","LD","626   Broadway Street  #2","Venice","2","1.00 (1 0 0 0)","500","5,000","","$3,100","$3,100","Month-to-Month","Unfurnished","18"
"","17","25520223","11","LD","529   GRAND  #A","VENICE","1","1.00 (1 0 0 0)","440","2,701","1923","$3,115","$3,115","1+Year","Unfurnished","6"
"","13","25512749","11","LD","2341   Beach Ave #2341 1/2","Venice","1","1.00 (1 0 0 0)","","2,699","1921","$3,150","$3,150","1+Year","Unfurnished","76"
"","18","25548851","11","LD","529   GRAND BLVD ","VENICE","1","1.00 (1 0 0 0)","440","2,701","1923","$3,200","$3,200","1+Year","Unfurnished","34"
"","12","24-426053","11","LD","10   19th Ave #5","Venice","1","1.00 (1 0 0 0)","900","5,279","1971","$3,200","$3,050","1+Year","Unfurnished","24"
"","17","24-455067","11","LD","823   Flower Ave ","Venice","1","1.00 (1 0 0 0)","550","5,834","1946","$3,250","$3,250","1+Year,1-Year","Both","30"
"","27","25550079","11","LD","700   Angelus Pl #B","Venice","1","1.00 (1 0 0 0)","650","4,210","1911","$3,250","$3,250","1+Year","Unfurnished","15"
"","17","25539097","11","LD","823   Flower Ave ","Venice","1","1.00 (1 0 0 0)","550","5,834","1946","$3,250","$3,250","1+Year,1-Year","Both","33"
"","34","24-433659","11","LD","466 1/2 S Venice Blvd ","Venice","1","1.00 (1 0 0 0)","500","3,467","1926","$3,295","$3,295","1+Year","Unfurnished","7"
"","17","24-430305","11","LD","511   Rialto Ave #1","Venice","1","1.00 (1 0 0 0)","0","0","1970","$3,300","$3,300","1+Year","Unfurnished","17"
"","6","25572233","11","LD","38   Sunset Ave #A","Venice","1","1.00 (1 0 0 0)","500","3,603","1924","$3,300","$3,200","1+Year","Both","13"
"","20","BB24248030MR","11","LD","956   Vernon  #A","VENICE","1","1.00 (1 0 0 0)","680","4,811","1923","$3,350","$3,350","1-Year","Furnished","55"
"","21","24-447565","11","LD","708 B  Boccaccio Ave ","Venice","1","1.00 (1 0 0 0)","800","4,124","1924","$3,395","$3,395","1+Year","Unfurnished","21"
"","14","24-388459","11","LD","402  N Venice Blvd #A","Venice","1","2.00 (2 0 0 0)","","3,102","1922","$3,400","$3,200","1+Year","Unfurnished","114"
"","16","25566323","11","LD","1411   Innes Pl #4","Venice","2","1.00 (1 0 0 0)","780","4,000","1958","$3,400","$3,400","1+Year,1-Year,12 Months","Unfurnished","6"
"","15","25554567","11","LD","420   Altair PL #A","VENICE","1","1.00 (1 0 0 0)","480","2,850","1920","$3,400","$3,400","1+Year","Unfurnished","17"
"","14","24-415610","11","LD","1315   Riviera Ave ","Venice","1","1.00 (1 0 0 0)","700","1,800","1929","$3,445","$3,445","Other","Unfurnished","19"
"","16","24-431607","11","LD","443   Grand  #A","VENICE","1","1.00 (1 0 0 0)","450","2,701","1922","$3,450","$3,450","1+Year","Unfurnished","8"
"","14","24-421883","11","LD","245 1/2  3rd Ave ","Venice","2","1.00 (0 1 0 0)","0","6,450","1953","$3,475","$3,475","1-Year,1+Year","Unfurnished","36"
"","15","25-486669","11","LD","2106   Pisani  #5","Venice","2","1.00 (1 0 0 0)","675","4,001","","$3,495","$3,395","1-Year,1+Year,Negotiable","Unfurnished","34"
"","14","25524165","11","LD","653   Sunset Ave #C","Venice","1","1.00 (1 0 0 0)","1,250","5,794","1952","$3,495","$3,495","1+Year","Unfurnished","28"
"","29","25529751","11","LD","30 1/2  Paloma Ave ","Venice","2","1.00 (1 0 0 0)","700","3,524","1908","$3,500","$3,500","1+Year,1-Year,12 Months","Unfurnished","15"
"","17","25-477879","11","LD","8   BROOKS AVE #4","VENICE","0","1.00 (1 0 0 0)","425","6,558","1921","$3,500","$3,000","1-Year","Furnished","34"
"","13","24-469245","11","LD","641   Sunset Ave #B","Venice","2","2.00 (2 0 0 0)","900","5,798","1989","$3,500","$3,500","1+Year","Unfurnished","16"
"","6","24-409479","11","LD","19   Sunset Ave ","Venice","1","1.00 (1 0 0 0)","900","3,678","1974","$3,500","$3,500","1+Year","Unfurnished","156"
"","16","24-423991","11","LD","309   Broadway St #11","Venice","2","2.00 (2 0 0 0)","763","15,597","1961","$3,600","$3,600","1-Year","Unfurnished","20"
"","8","25-485125","11","LD","713   Vernon Ave #4","Venice","1","1.00 (1 0 0 0)","600","7,205","1942","$3,600","$3,600","1+Year,12 Months","Unfurnished","59"
"","7","24-448823","11","LD","325   Indiana Ave #2","Venice","1","1.00 (1 0 0 0)","0","5,999","1952","$3,600","$3,750","1+Year","Unfurnished","6"
"","40","25495871","11","LD","1304   Riviera Ave #D","Venice","1","1.00 (1 0 0 0)","750","4,933","1914","$3,640","$3,640","1+Year","Unfurnished","10"
"","32","25-481311","11","LD","2207   Ocean Front Walk #2","Venice","1","1.00 (1 0 0 0)","","3,150","1970","$3,695","$3,695","Negotiable,1+Year,24 Months,Season,Renewal Options","Furnished","31"
"","22","SB24200947MR","11","LD","744 1/2  Flower AVE ","VENICE","1","1.00 (1 0 0 0)","700","6,521","1924","$3,700","$3,750","","Unfurnished","5"
"","24","SB25038437MR","11","LD","724   Crestmore  ","VENICE","1","1.00 (0 1 0 0)","750","4,205","1955","$3,750","$3,750","1-Year","Unfurnished","41"
"","37","23-231565","11","LD","14   Brooks Ave #6","Venice","0","1.00 (1 0 0 0)","448","6,011","1963","$3,750","$3,650","1-Year","Both","872"
"","35","23-279236","11","LD","14   Brooks Ave #2","Venice","0","1.00 (1 0 0 0)","321","6,011","1963","$3,750","$3,750","1-Year","Furnished","749"
"","12","SB25147101MR","11","LD","100  S Venice BLVD #10","VENICE","1","2.00 (1 0 1 0)","859","6,641","1973","$3,800","$3,800","1-Year","Unfurnished","14"
"","12","SB24223213MR","11","LD","100  S Venice BLVD #10","VENICE","1","2.00 (1 0 1 0)","859","6,641","1973","$3,800","$3,800","","Unfurnished","22"
"","21","25551535","11","LD","849   San Miguel Ave ","Venice","2","1.00 (1 0 0 0)","750","3,500","1953","$3,800","$3,800","1+Year,1-Year","Unfurnished","3"
"","11","24-451306","11","LD","20   28TH AVE #C","VENICE","1","1.00 (1 0 0 0)","750","5,280","1925","$3,815","$3,650","1+Year","Unfurnished","153"
"","19","24-456347","11","LD","1025   Pleasantview Ave #C","Venice","2","2.00 (2 0 0 0)","1,000","4,180","1977","$3,850","$3,850","1+Year,1-Year","Unfurnished","42"
"","16","24-406225","11","LD","641   Sunset Ave #A","Venice","2","2.00 (1 1 0 0)","900","5,798","1989","$3,850","$3,850","1+Year,1-Year,12 Months","Unfurnished","61"
"","17","25536277","11","LD","516   SUNSET AVE ","VENICE","1","1.00 (1 0 0 0)","750","5,766","1985","$3,900","$3,900","1+Year","Unfurnished","24"
"","24","25557421","11","LD","713   Vernon Ave #1","Venice","1","1.00 (1 0 0 0)","600","7,203","1942","$3,900","$4,000","1+Year","Unfurnished","6"
"","16","25536339","11","LD","8   Brooks Ave #10","Venice","1","1.00 (1 0 0 0)","960","6,560","2006","$3,950","$3,950","1+Year","Unfurnished","56"
"","24","24-462771","11","LD","8   BROOKS AVE #9","VENICE","1","1.00 (1 0 0 0)","650","6,558","1921","$3,950","$3,950","1-Year","Unfurnished","140"
"","15","25-480283","11","LD","2707   Abbot Kinney  #102","VENICE","2","2.00 (2 0 0 0)","1,020","12,677","1984","$3,950","$3,950","1+Year,24 Months","Unfurnished","33"
"","28","25-486407","11","LD","945   Marco Pl #B","Venice","1","1.00 (0 1 0 0)","576","6,122","1923","$3,950","$3,950","1+Year","Unfurnished","56"
"","22","24-472693","11","LD","475   Carroll Ave ","Venice","2","1.00 (1 0 0 0)","900","2,557","1965","$3,995","$3,995","1+Year","Unfurnished","51"
"","8","24-394597","11","LD","3005   OCEAN FRONT WALK #A","VENICE","2","1.00 (1 0 0 0)","","2,520","1960","$3,995","$3,995","1+Year","Unfurnished","114"
"","15","25494919","11","LD","941   Nowita Pl ","Venice","2","1.00 (1 0 0 0)","688","3,400","1923","$3,995","$3,700","1+Year","Unfurnished","21"
"","23","25505093","11","LD","510   Pacific Ave #2","Venice","2","1.00 (1 0 0 0)","","6,455","1963","$4,000","$4,000","1+Year,1-Year","Unfurnished","68"
"","10","25521735","11","LD","2111 1/2  Walnut Ave ","Venice","1","1.00 (1 0 0 0)","560","5,786","2025","$4,000","$3,900","1+Year,1-Year,Negotiable","Both","11"
"","19","SB24246955MR","11","LD","1922   Canal ST ","VENICE","1","1.00 (1 0 0 0)","922","2,992","1980","$4,000","$4,000","","Unfurnished","28"
"","17","24-408029","11","LD","1781   Washington Way ","Venice","2","1.00 (1 0 0 0)","900","4,567","1952","$4,000","$4,000","1+Year","Unfurnished","36"
"","23","24-431953","11","LD","565   Broadway St #4","Venice","3","1.00 (1 0 0 0)","1,000","5,203","1961","$4,000","$4,000","1-Year","Unfurnished","5"
"","42","24-458281","11","LD","2454   Penmar  ","Venice","2","2.00 (2 0 0 0)","1,006","5,978","2006","$4,000","$3,900","1+Year,1-Year,12 Months,24 Months,Other","Unfurnished","58"
"","12","24-459335","11","LD","4   20th AVE #301","VENICE","1","1.00 (1 0 0 0)","1,000","5,040","1973","$4,000","$4,000","1+Year","Unfurnished","53"
"","23","24-447527","11","LD","708 A  Boccaccio Ave ","Venice","2","2.00 (1 1 0 0)","924","4,124","1924","$4,095","$4,095","1+Year","Unfurnished","12"
"","26","25567833","11","LD","336   Rennie AVE #A","VENICE","2","2.00 (1 1 0 0)","","6,360","1922","$4,100","$4,200","1+Year","Unfurnished","14"
"","13","23-327681","11","LD","8   Brooks Ave #14","Venice","0","1.00 (1 0 0 0)","700","6,560","1921","$4,150","$4,000","1-Year","Unfurnished","150"
"","12","24-462579","11","LD","414   Carroll Canal  ","Venice","0","1.00 (1 0 0 0)","400","2,850","1922","$4,200","$3,600","1+Year","Both","35"
"","24","25533675","11","LD","443   GRAND  ","VENICE","2","1.00 (1 0 0 0)","880","2,701","1922","$4,200","$4,200","1+Year","Unfurnished","10"
"","43","24-460999","11","LD","14   Brooks Ave #8","Venice","0","1.00 (1 0 0 0)","5,294","6,014","2022","$4,250","$4,250","Negotiable","Furnished","78"
"","19","24-419041","11","LD","1808   Shell Ave ","Venice","2","1.00 (1 0 0 0)","908","2,309","1925","$4,250","$4,500","1+Year","Unfurnished","29"
"","17","25560049","11","LD","1900   Pacific Ave ","Venice","2","1.00 (1 0 0 0)","985","2,725","1906","$4,295","$4,295","1+Year","Unfurnished","34"
"","15","24-425511","11","LD","125   Brooks Ave #A","Venice","2","2.00 (1 1 0 0)","1,100","2,243","1971","$4,300","$4,300","1+Year","Unfurnished","13"
"","19","25515167","11","LD","537   Rialto AVE ","VENICE","1","1.00 (1 0 0 0)","480","2,402","1924","$4,345","$4,350","1+Year","Both","5"
"","1","25551583","11","LD","2454   Penmar  ","Venice","2","2.00 (2 0 0 0)","","5,978","","$4,350","$4,350","1+Year","Unfurnished","26"
"","20","25-484559","11","LD","10   19TH AVE #7","VENICE","1","1.00 (1 0 0 0)","1,100","5,279","1971","$4,395","$4,395","1+Year","Unfurnished","88"
"","33","24-470675","11","LD","535   Washington Blvd ","Venice","2","2.00 (2 0 0 0)","1,581","5,457","1955","$4,400","$4,400","1+Year","Unfurnished","167"
"","27","24-440379","11","LD","336   RENNIE AVE #B","VENICE","2","1.00 (1 0 0 0)","","6,360","1922","$4,400","$4,400","1+Year","Unfurnished","14"
"","39","25525321","11","LD","507   San Juan Ave #1","Venice","2","2.00 (1 1 0 0)","1,100","5,190","1964","$4,400","$4,400","1-Year","Unfurnished","4"
"","14","24-360621","11","LD","656   Indiana Ave #2","Venice","3","1.00 (1 0 0 0)","1,100","5,281","1962","$4,444","$4,444","1+Year","Both","164"
"","11","24-438099","11","LD","1342   Palms Blvd ","Venice","2","1.00 (1 0 0 0)","1,106","10,895","1949","$4,500","$4,500","1+Year","Unfurnished","6"
"","1","24-447094","11","LD","769   Sunset Ave ","Venice","2","1.00 (1 0 0 0)","750","5,797","1923","$4,500","$4,400","1+Year,1-Year,12 Months,Negotiable,Other","Both","102"
"","25","24-427101","11","LD","38   20th Ave #A","Venice","2","2.00 (2 0 0 0)","","1,000","","$4,500","$4,500","1+Year","Unfurnished","34"
"","6","24-471073","11","LD","635   Westminster Ave #3","Venice","2","1.00 (1 0 0 0)","825","5,211","1963","$4,500","$4,400","1+Year","Unfurnished","33"
"","12","24-470217","11","LD","2523   ABBOT KINNEY BLVD #LOWER","VENICE","3","2.00 (1 0 1 0)","1,269","4,055","1960","$4,500","$4,500","1+Year","Unfurnished","36"
"","22","24-472827","11","LD","1203   Cabrillo Ave ","Venice","2","1.00 (1 0 0 0)","660","2,550","1949","$4,500","$4,500","1+Year","Unfurnished","27"
"","13","25-483267","11","LD","116   Thornton Pl #A","Venice","2","2.00 (2 0 0 0)","0","1,826","1964","$4,500","$4,500","Negotiable","Both","9"
"","14","24-459329","11","LD","4   20th AVE #303","VENICE","1","2.00 (1 0 1 0)","1,000","5,040","1973","$4,500","$4,500","1+Year","Unfurnished","12"
"","37","24-463821","11","LD","817   Broadway St #817","Venice","2","1.00 (1 0 0 0)","625","1,600","1926","$4,500","$4,500","1-Year","Unfurnished","37"
"","21","24-456145","11","LD","252   Bernard Ave ","Venice","1","1.00 (1 0 0 0)","550","3,935","2016","$4,500","$4,500","12 Months","Unfurnished","22"
"","9","24-448817","11","LD","806   6th Ave #4","Venice","1","1.00 (1 0 0 0)","885","5,941","1957","$4,500","$4,500","1+Year","Unfurnished","6"
"","11","25522961","11","LD","1531   Cabrillo Ave #3","Venice","2","2.00 (2 0 0 0)","800","8,238","1979","$4,500","$4,500","1+Year,24 Months,12 Months","Unfurnished","69"
