"Open Houses","Photo","MLS","AR","S","Address","City","BR","Baths(FTHQ)","SqFt","Lot Sz","YB","LP","SP","Lease Terms","Furnished","DOM"
"","19","24-419041","11","LD","1808   Shell Ave ","Venice","2","1.00 (1 0 0 0)","908","2,309","1925","$4,250","$4,500","1+Year","Unfurnished","29"
"","20","24-375301","11","LD","123   Brooks Ave ","Venice","2","1.00 (1 0 0 0)","1,038","2,245","1923","$4,300","$4,000","1+Year","Unfurnished","81"
"","20","24-404825","11","LD","1378   Morningside Way ","Venice","2","1.00 (1 0 0 0)","1,200","10,884","1947","$4,480","$4,480","1+Year","Unfurnished","8"
"","11","24-438099","11","LD","1342   Palms Blvd ","Venice","2","1.00 (1 0 0 0)","1,106","10,895","1949","$4,500","$4,500","1+Year","Unfurnished","6"
"","1","24-447094","11","LD","769   Sunset Ave ","Venice","2","1.00 (1 0 0 0)","750","5,797","1923","$4,500","$4,400","1+Year,1-Year,12 Months,Negotiable,Other","Both","102"
"","22","24-397921","11","LD","933   Lake St ","Venice","2","2.00 (2 0 0 0)","1,000","4,819","1945","$4,700","$4,500","1+Year","Unfurnished","95"
"","31","24-458447","11","LD","643   Vernon Ave #1","Venice","2","1.00 (1 0 0 0)","950","4,802","1923","$4,750","$4,750","1-Year,1+Year","Unfurnished","41"
"","1","24-409801","11","LD","847   Commonwealth Ave ","Venice","2","2.00 (2 0 0 0)","938","4,172","1939","$4,950","$5,000","1+Year","Unfurnished","10"
"","1","25506187","11","LD","802   Superba Ave ","Venice","1","1.00 (1 0 0 0)","700","3,328","1948","$4,950","$4,950","1-Year","Unfurnished","46"
"","12","25555861","11","LD","2809   OCEAN AVE ","VENICE","2","1.00 (1 0 0 0)","880","5,040","1940","$4,950","$4,950","1+Year","Unfurnished","14"
"","37","24-418857","11","LD","338   5th Ave ","Venice","2","2.00 (2 0 0 0)","896","7,166","1960","$4,995","$4,995","1+Year","Unfurnished","9"
"","23","24-421827","11","LD","961   Marco Pl ","Venice","1","1.00 (1 0 0 0)","1,296","3,600","1920","$5,000","$5,000","1+Year","Unfurnished","9"
"","20","24-445011","11","LD","210   6th Ave ","Venice","2","1.00 (1 0 0 0)","994","4,223","1947","$5,100","$5,100","1+Year","Unfurnished","6"
"","12","25511203","11","LD","626   Boccaccio Ave ","Venice","2","1.00 (1 0 0 0)","","4,125","1922","$5,250","$5,250","1+Year","Unfurnished","42"
"","29","25528149","11","LD","913   Venezia Ave ","Venice","2","1.00 (1 0 0 0)","984","4,499","1922","$5,300","$5,300","1+Year","Unfurnished","7"
"","22","24-394355","11","LD","745   Vernon Ave ","Venice","2","1.00 (1 0 0 0)","1,248","4,804","1928","$5,300","$5,500","1+Year","Both","3"
"","38","24-423210","11","LD","131   Clubhouse Ave ","Venice","2","2.00 (2 0 0 0)","1,206","2,243","1913","$5,395","$5,000","1+Year","Unfurnished","53"
"","1","25557967","11","LD","926   California Ave ","Venice","2","1.00 (1 0 0 0)","950","4,589","1915","$5,400","$5,400","12 Months","Unfurnished","29"
"","23","25542183","11","LD","2421   Cloy AVE ","VENICE","2","1.00 (1 0 0 0)","","3,603","1950","$5,450","$5,450","1+Year","Unfurnished","18"
"","15","24-380353","11","LD","625   Crestmoore Pl ","Venice","2","1.00 (1 0 0 0)","900","4,200","1923","$5,450","$5,450","1+Year","Unfurnished","28"
"","27","24-398935","11","LD","330   5th Ave #B","Venice","2","3.00 (2 0 1 0)","1,200","7,166","1921","$5,500","$5,500","12 Months,Renewal Options,Month-to-Month,Short Term Lease,1+Year,6 Months","Furnished","67"
"","25","24-400669","11","LD","943   Indiana Ave ","Venice","2","1.00 (1 0 0 0)","932","4,810","1952","$5,500","$5,500","1+Year","Unfurnished","50"
"","14","24-412477","11","LD","835   Courtland St ","Venice","3","2.00 (2 0 0 0)","1,230","5,814","1951","$5,500","$5,300","1-Year","Unfurnished","109"
"","22","24-413217","11","LD","108   Thornton Pl ","Venice","3","2.00 (2 0 0 0)","1,556","1,830","1908","$5,500","$5,300","1+Year","Unfurnished","17"
"","16","24-433965","11","LD","840   Milwood Ave ","Venice","2","1.00 (1 0 0 0)","864","4,262","1923","$5,500","$5,500","1+Year,12 Months","Unfurnished","9"
"","17","24-437391","11","LD","1014   Oakwood Ave ","Venice","3","1.00 (1 0 0 0)","751","3,844","1905","$5,500","$6,000","1+Year,12 Months,24 Months","Unfurnished","16"
"","23","25546251","11","LD","745   Vernon Ave ","Venice","2","1.00 (1 0 0 0)","1,248","4,804","1928","$5,500","$5,500","1+Year","Both","10"
"","22","SR24227053MR","11","LD","2353   Beach AVE ","VENICE","2","1.00 (1 0 0 0)","843","2,699","1954","$5,500","$5,500","Negotiable","Unfurnished","100"
"","13","25530627","11","LD","40  S Venice Blvd ","Venice","2","2.00 (2 0 0 0)","1,400","4,415","1977","$5,500","$5,500","1+Year","Unfurnished","39"
"","17","25-479563","11","LD","636   Brooks AVE ","VENICE","2","1.00 (1 0 0 0)","788","4,993","1926","$5,500","$5,500","1+Year","Unfurnished","21"
"","16","25564965","11","LD","2419   Walnut AVE ","VENICE","3","2.00 (2 0 0 0)","1,100","5,800","","$5,650","$5,650","1+Year,1-Year","Unfurnished","15"
"","16","24-379279","11","LD","2419   Walnut AVE ","VENICE","3","2.00 (2 0 0 0)","1,100","5,800","","$5,650","$5,650","1+Year,1-Year","Unfurnished","42"
"","17","25534863","11","LD","1548   CABRILLO AVE ","VENICE","2","1.00 (1 0 0 0)","822","2,367","1947","$5,695","$5,695","1+Year","Unfurnished","23"
"","22","24-394589","11","LD","861   Venezia Ave ","Venice","2","1.00 (1 0 0 0)","1,000","5,501","1922","$5,700","$5,500","1+Year","Unfurnished","87"
"","26","25556537","11","LD","336   5th Ave ","Venice","2","2.00 (2 0 0 0)","1,600","7,166","1960","$5,720","$5,720","1+Year","Unfurnished","6"
"","5","CV25006982MR","11","LD","2901   Clune AVE ","VENICE","2","1.00 (1 0 0 0)","1,072","5,212","1949","$5,750","$5,750","1-Year","Unfurnished","24"
"","25","25564197","11","LD","704   Vernon Ave ","Venice","1","1.00 (1 0 0 0)","626","5,089","1940","$5,850","$5,550","1-Year","Unfurnished","26"
"","21","SR24202466MR","11","LD","28   27th AVE ","VENICE","2","1.00 (1 0 0 0)","1,000","2,641","1920","$5,850","$6,145","","Unfurnished","4"
"","19","SR24103930MR","11","LD","833   Warren AVE ","VENICE","3","3.00 (2 0 1 0)","1,800","4,401","1946","$5,900","$5,900","1-Year","Unfurnished","16"
"","16","24-401591","11","LD","704   VERNON AVE #1/2","VENICE","1","1.00 (1 0 0 0)","760","5,089","1940","$5,900","$5,750","1-Year","Unfurnished","38"
"","29","24-423907","11","LD","832   Indiana Ave ","Venice","2","2.00 (2 0 0 0)","950","5,281","1925","$5,900","$5,900","1+Year","Unfurnished","5"
"","20","24-470135","11","LD","543   28th Ave ","Venice","2","1.00 (1 0 0 0)","993","4,002","1941","$5,950","$6,100","1+Year","Unfurnished","11"
"","28","24-368973","11","LD","2810   Dell Ave ","Venice","3","1.00 (1 0 0 0)","1,269","5,213","1942","$5,995","$5,500","1-Year","Unfurnished","75"
"","18","24-393831","11","LD","13419   Zanja St ","Venice","3","1.00 (1 0 0 0)","1,140","3,756","1953","$6,000","$6,000","1-Year,1+Year","Unfurnished","13"
"","28","25529901","11","LD","1150   Grant Ave ","Venice","3","1.00 (1 0 0 0)","1,289","4,197","1929","$6,000","$6,000","1+Year","Unfurnished","40"
"","17","25-479635","11","LD","1352   Vienna Way ","Venice","2","2.00 (2 0 0 0)","850","7,164","2022","$6,000","$6,200","1+Year","Unfurnished","16"
"","24","24-461825","11","LD","1026   Garfield AVE ","VENICE","3","2.00 (2 0 0 0)","1,487","4,205","1939","$6,000","$5,800","1+Year","Unfurnished","19"
"","9","23-285121","11","LD","220  S Venice Blvd ","Venice","3","3.00 (3 0 0 0)","1,800","2,790","1950","$6,200","$6,200","1+Year","Unfurnished","271"
"","1","25553663","11","LD","1216   Elm St ","Venice","2","2.00 (2 0 0 0)","878","3,500","1948","$6,300","$5,700","1+Year","Unfurnished","36"
"","25","25513657","11","LD","813   Angelus Pl ","Venice","2","1.00 (1 0 0 0)","990","4,200","1924","$6,350","$6,350","1+Year","Unfurnished","4"
"","22","25530647","11","LD","825   Nowita Pl ","Venice","3","2.00 (2 0 0 0)","1,068","3,145","1915","$6,395","$6,575","1+Year","Unfurnished","1"
"","27","24-379031","11","LD","30   Park Ave ","Venice","3","2.00 (1 0 1 0)","1,314","3,611","1906","$6,395","$6,395","1+Year","Unfurnished","1"
"","17","CV24112734MR","11","LD","220   4th AVE ","VENICE","3","1.00 (1 0 0 0)","1,058","4,180","1945","$6,400","$6,400","","Unfurnished","175"
"","27","25525681","11","LD","30   Park Ave ","Venice","3","2.00 (1 0 1 0)","1,314","3,611","1906","$6,495","$6,495","1+Year","Unfurnished","0"
"","24","24-447837","11","LD","915   Milwood AVE ","VENICE","4","3.00 (3 0 0 0)","","4,250","1952","$6,495","$7,995","1+Year","Unfurnished","20"
"","9","24-440585","11","LD","609   Victoria Ave ","Venice","2","2.00 (2 0 0 0)","934","5,458","1963","$6,500","$6,500","1-Year,1+Year","Unfurnished","88"
"","12","24-446547","11","LD","666   San Juan Ave ","Venice","2","1.00 (1 0 0 0)","1,016","5,200","1912","$6,500","$6,500","1+Year,1-Year,Month-to-Month,Negotiable,Season,Other,Weekly,12 Months,24 Months","Both","106"
"","20","24-345074","11","LD","37   HORIZON AVE ","VENICE","2","2.00 (1 0 1 0)","1,200","2,700","1979","$6,500","$6,800","Month-to-Month","Furnished","175"
"","27","24-377173","11","LD","521   Rialto Ave ","Venice","2","2.00 (2 0 0 0)","1,354","2,189","1923","$6,500","$6,500","1+Year","Unfurnished","85"
"","28","25517055","11","LD","521   Rialto Ave ","Venice","2","2.00 (1 0 1 0)","1,354","2,189","1923","$6,500","$6,500","1+Year","Unfurnished","7"
"","21","WS24198108MR","11","LD","1366   Rose AVE ","VENICE","3","2.00 (2 0 0 0)","1,664","5,525","1965","$6,500","$6,500","","Unfurnished","4"
"","24","25571053","11","LD","2340   Beach Ave ","Venice","2","2.00 (2 0 0 0)","","2,403","1953","$6,500","$6,500","Short Term Lease,1-Year,Other,Negotiable","Furnished","9"
"","36","CV24049740MR","11","LD","2317   Walnut AVE ","VENICE","3","1.00 (1 0 0 0)","1,293","5,861","1918","$6,750","$6,625","1-Year","Unfurnished","111"
"","21","24-458801","11","LD","820   Crestmoore Pl ","Venice","2","2.00 (1 0 1 0)","1,355","4,202","1941","$6,750","$6,750","1+Year","Unfurnished","70"
"","26","24-355141","11","LD","861   Warren Ave ","Venice","3","2.00 (2 0 0 0)","1,228","4,401","1949","$6,800","$6,800","1+Year","Furnished","92"
"","24","24-390099","11","LD","2302   Dell Ave ","Venice","1","2.00 (2 0 0 0)","1,227","2,849","1955","$6,800","$6,500","1+Year","Furnished","38"
"","25","24-468937","11","LD","1012   Indiana Ct ","Venice","3","3.00 (3 0 0 0)","1,411","4,710","1951","$6,950","$6,950","1+Year,12 Months","Unfurnished","39"
"","18","25509267","11","LD","957   Lake St ","Venice","3","2.00 (1 1 0 0)","1,450","4,823","1949","$6,950","$6,950","1+Year","Unfurnished","14"
"","27","25531817","11","LD","1101   Palms Blvd ","Venice","2","2.00 (2 0 0 0)","1,388","5,752","1926","$6,950","$6,950","1+Year","Unfurnished","6"
"","28","24-348209","11","LD","805   CRESTMOORE PL ","VENICE","3","2.00 (2 0 0 0)","1,600","4,200","1922","$6,975","$6,200","1+Year","Unfurnished","125"
"","30","24-452657","11","LD","1100   Victoria Ave ","Venice","4","4.00 (3 0 1 0)","2,035","7,469","1950","$6,990","$7,200","1+Year","Unfurnished","56"
"","1","24-456797","11","LD","653   Sunset Ave #B","Venice","3","3.00 (2 0 1 0)","2,050","5,794","2014","$6,995","$7,100","1+Year","Unfurnished","101"
"","35","24-457085","11","LD","608   Westminster Ave #1/2","Venice","2","2.00 (2 0 0 0)","1,337","5,203","1946","$6,995","$6,995","1+Year,1-Year,12 Months","Unfurnished","22"
"","26","24-469535","11","LD","1794   Washington Way ","Venice","4","3.00 (3 0 0 0)","1,578","4,230","1941","$6,995","$6,995","1+Year","Unfurnished","12"
"","26","24-422519","11","LD","228   Rennie Ave ","Venice","2","2.00 (2 0 0 0)","1,824","4,131","1927","$6,995","$7,250","1+Year","Unfurnished","7"
"","28","24-402673","11","LD","826   Flower AVE ","VENICE","3","3.00 (3 0 0 0)","1,466","4,398","1946","$6,995","$6,995","1+Year,1-Year","Both","24"
"","24","SR24145725MR","11","LD","313   Venice WAY ","VENICE","3","3.00 (3 0 0 0)","1,473","4,215","1947","$6,995","$6,995","","Unfurnished","1"
"","16","25545739","11","LD","228   3rd Ave ","Venice","3","2.00 (1 0 1 0)","1,397","6,190","1940","$7,000","$6,500","1+Year","Unfurnished","21"
"","38","25-480301","11","LD","2323   Grand Canal  ","Venice","1","1.00 (1 0 0 0)","900","2,692","1915","$7,000","$7,000","Short Term Lease,Season,1+Year,Negotiable,Month-to-Month","Furnished","6"
"","23","24-382331","11","LD","242   Ruth AVE ","VENICE","3","2.00 (2 0 0 0)","1,184","4,230","1924","$7,000","$7,000","1+Year","Unfurnished","38"
"","38","24-467823","11","LD","1366   Appleton Way ","Venice","3","2.00 (2 0 0 0)","1,900","6,500","1947","$7,000","$7,000","1+Year,12 Months","Unfurnished","73"
"","24","24-464425","11","LD","38   Sunset Ave ","Venice","2","3.00 (2 0 1 0)","1,200","3,603","1924","$7,100","$7,150","1+Year","Both","50"
"","15","24-439407","11","LD","1209   Appleton Way ","Venice","3","2.00 (2 0 0 0)","1,680","10,891","1947","$7,200","$7,200","1-Year","Unfurnished","118"
"","19","24-408073","11","LD","2417   Bryan AVE ","VENICE","2","2.00 (2 0 0 0)","1,066","3,598","1956","$7,200","$7,200","1+Year","Unfurnished","14"
"","40","24-443801","11","LD","1034   Rose Ave ","Venice","4","2.00 (2 0 0 0)","1,532","4,955","1954","$7,250","$7,000","1+Year","Unfurnished","9"
"","1","25566349","11","LD","653   SUNSET AVE #A","VENICE","3","3.00 (2 0 1 0)","1,750","5,794","2014","$7,250","$7,815","1+Year","Unfurnished","26"
"","22","25541895","11","LD","424   Carroll Canal  ","Venice","2","1.00 (1 0 0 0)","900","2,850","","$7,250","$7,350","1+Year","Unfurnished","19"
"","49","24-406905","11","LD","695   Washington Blvd ","Marina Del Rey","3","3.00 (2 0 0 1)","2,306","2,486","1977","$7,300","$7,300","1+Year","Unfurnished","12"
"","23","24-410929","11","LD","218   RUTH AVE ","VENICE","3","2.00 (1 0 1 0)","1,169","4,232","1947","$7,495","$8,500","1+Year","Unfurnished","37"
"","32","24-372377","11","LD","829   Superba Ave ","Venice","2","1.00 (1 0 0 0)","1,061","6,618","1922","$7,495","$7,495","1+Year,Negotiable,1-Year","Both","77"
"","30","24-436357","11","LD","2376   Dewey St ","Santa Monica","3","2.00 (2 0 0 0)","1,442","6,089","1954","$7,500","$7,500","12 Months","Unfurnished","5"
"","9","25569403","11","LD","1712 1/2  Abbot Kinney Blvd ","Venice","2","3.00 (3 0 0 0)","1,880","3,001","2006","$7,500","$8,750","1+Year","Unfurnished","7"
"","14","25516863","11","LD","657   Brooks Ave ","Venice","3","2.00 (2 0 0 0)","1,320","5,279","1948","$7,500","$7,500","1-Year,6 Months,Month-to-Month,Negotiable,Season,Short Term Lease,Weekly","Unfurnished","42"
"","28","25-485077","11","LD","1524   Louella Ave ","Venice","3","2.00 (2 0 0 0)","1,392","5,952","1949","$7,700","$7,700","1+Year,1-Year","Unfurnished","6"
"","3","24-466719","11","LD","1057   PALMS  ","VENICE","4","4.00 (4 0 0 0)","2,079","5,749","1927","$7,800","$8,580","1+Year","Unfurnished","53"
"","13","24-386003","11","LD","736   Marco Pl ","Venice","2","1.00 (1 0 0 0)","1,136","3,444","1920","$7,800","$7,800","Season","Furnished","74"
"","35","24-430297","11","LD","563   Vernon Ave ","Venice","3","2.00 (2 0 0 0)","1,809","4,410","","$7,850","$7,900","1+Year","Unfurnished","8"
"","14","25510739","11","LD","522   Westminster Ave.  ","Venice","3","2.00 (1 1 0 0)","","5,200","","$7,900","$7,900","1+Year","Unfurnished","14"
"","31","25549889","11","LD","2008   Louella Ave ","Venice","3","2.00 (2 0 0 0)","1,322","5,463","1940","$7,900","$7,900","1+Year","Unfurnished","24"
"","27","24-457531","11","LD","869   Warren Ave ","Venice","4","3.00 (3 0 0 0)","2,500","4,401","1928","$7,995","$7,700","1+Year","Unfurnished","15"
"","17","24-450597","11","LD","40   19th AVE ","VENICE","4","3.00 (3 0 0 0)","2,150","2,641","1912","$8,000","$8,000","Negotiable","Both","85"
"","1","24-396412","11","LD","1351   Carlton Way ","Venice","4","2.00 (2 0 0 0)","2,200","6,177","2002","$8,000","$7,900","1+Year","Unfurnished","2"
"","38","24-393011","11","LD","231   Sherman Canal  ","Venice","2","3.00 (2 0 1 0)","1,762","2,850","1979","$8,000","$7,500","1+Year","Unfurnished","102"
"","34","25-476579","11","LD","409   WESTMINSTER AVE ","VENICE","3","2.00 (2 0 0 0)","1,440","5,196","1929","$8,000","$8,400","1+Year","Both","11"
"","1","25545331","11","LD","116   Pacific Ave ","Venice","3","4.00 (3 0 1 0)","2,280","1,424","2003","$8,015","$8,015","1+Year,1-Year,12 Months,24 Months","Unfurnished","51"
"","39","24-455927","11","LD","46   Rose Ave ","Venice","1","2.00 (2 0 0 0)","2,400","3,079","2000","$8,200","$8,200","1+Year","Unfurnished","102"
"","1","25571235","11","LD","2425   Cloy Ave ","Venice","3","3.00 (3 0 0 0)","1,250","3,603","1950","$8,250","$8,250","1+Year","Unfurnished","8"
"","32","25514111","11","LD","2325   Abbot Kinney Blvd ","Venice","4","4.00 (4 0 0 0)","2,033","3,125","1979","$8,400","$8,800","1+Year","Unfurnished","17"
"","47","24-416659","11","LD","805   Brooks Ave ","Venice","4","2.00 (2 0 0 0)","2,000","5,091","1924","$8,400","$8,700","1+Year","Unfurnished","76"
"","24","24-381616","11","LD","807   Appleby St ","Venice","3","3.00 (2 0 1 0)","1,402","5,019","1951","$8,500","$8,500","1+Year,1-Year","Furnished","30"
"","35","25520961","11","LD","808   Milwood Ave ","Venice","2","2.00 (2 0 0 0)","992","3,174","1924","$8,500","$8,100","1+Year,1-Year","Furnished","45"
"","21","25493841","11","LD","2616   Abbot Kinney Blvd ","Venice","2","2.00 (2 0 0 0)","1,283","4,593","1914","$8,500","$8,500","1-Year,12 Months,Negotiable,6 Months,Other","Unfurnished","13"
"","26","SB24092001MR","11","LD","234   5th AVE ","VENICE","3","2.00 (1 1 0 0)","1,495","4,138","1924","$8,500","$8,500","1-Year","Unfurnished","29"
"","38","24-423549","11","LD","931   Milwood Ave ","Venice","4","3.00 (3 0 0 0)","1,900","4,252","1922","$8,600","$8,600","1+Year","Unfurnished","3"
"","28","24-435509","11","LD","800   Seventh AVE ","VENICE","2","2.00 (2 0 0 0)","1,498","3,071","1965","$8,700","$8,700","1+Year","Unfurnished","8"
"","24","24-462731","11","LD","243   San Juan Ave ","Venice","4","3.00 (3 0 0 0)","2,047","3,952","","$8,750","$8,750","1+Year,12 Months,24 Months,Other","Unfurnished","36"
"","24","24-442135","11","LD","2473   Walnut Ave ","Venice","3","3.00 (3 0 0 0)","1,652","5,849","1915","$9,000","$9,200","1+Year","Both","85"
"","1","25540063","11","LD","301   Broadway St ","Venice","4","3.00 (2 1 0 0)","2,218","5,197","1905","$9,000","$9,000","1+Year","Both","37"
"","24","25-484833","11","LD","15   CLUBHOUSE AVE ","VENICE","3","2.00 (2 0 0 0)","2,473","2,698","1974","$9,000","$9,000","1+Year","Unfurnished","5"
"","24","25503700","11","LD","15   CLUBHOUSE AVE ","VENICE","3","2.00 (2 0 0 0)","2,473","2,698","1974","$9,000","$9,000","1+Year","Unfurnished","17"
"","44","25518745","11","LD","23   20Th Ave ","Venice","3","3.00 (3 0 0 0)","2,009","2,642","1907","$9,500","$9,500","1+Year","Unfurnished","32"
"","38","24-427941","11","LD","538   Vernon Ave ","Venice","3","4.00 (3 1 0 0)","2,477","4,748","2024","$9,500","$9,500","1+Year","Unfurnished","12"
"","35","24-427997","11","LD","538 1/2  Vernon Ave ","Venice","3","4.00 (2 1 1 0)","2,289","4,748","1907","$9,500","$9,500","1+Year","Unfurnished","48"
"","24","24-461695","11","LD","1132   Indiana Ave ","Venice","3","3.00 (3 0 0 0)","1,713","6,031","1954","$9,500","$8,700","1+Year","Unfurnished","40"
"","32","24-381697","11","LD","1028   Palms Blvd ","Venice","4","3.00 (2 0 1 0)","2,107","6,063","1928","$9,500","$9,500","1-Year,1+Year","Both","17"
"","33","24-414575","11","LD","809   BROOKS AVE ","VENICE","3","4.00 (3 0 1 0)","2,595","5,081","2014","$9,500","$9,000","1-Year","Unfurnished","25"
"","8","25512121","11","LD","700   Woodlawn Ave ","Venice","3","2.00 (2 0 0 0)","1,400","4,187","1948","$9,595","$9,595","1+Year","Unfurnished","6"
"","18","25558615","11","LD","221   Market St ","Venice","4","2.00 (1 1 0 0)","2,010","2,850","1912","$9,600","$9,600","1+Year","Unfurnished","29"
"","20","24-375091","11","LD","204   Rennie Ave ","Venice","3","3.00 (2 1 0 0)","1,782","4,131","1948","$9,700","$9,700","1+Year","Unfurnished","85"
"","19","24-353561","11","LD","2408   Bryan Ave ","Venice","2","2.00 (2 0 0 0)","1,502","3,900","1952","$9,750","$7,000","Short Term Lease,Month-to-Month","Furnished","270"
"","38","25534121","11","LD","846   Warren Ave ","Venice","3","3.00 (2 0 1 0)","2,013","4,402","1946","$9,750","$10,725","1+Year,12 Months","Unfurnished","8"
"","65","24-459989","11","LD","703   Palms Blvd ","Venice","3","3.00 (2 0 1 0)","2,250","5,851","1950","$9,900","$9,900","1+Year","Unfurnished","6"
"","25","24-409303","11","LD","1513   Walgrove Ave ","Los Angeles","5","3.00 (3 0 0 0)","2,935","6,024","2006","$9,950","$9,950","1-Year","Unfurnished","33"
"","51","24-398513","11","LD","813   NOWITA PL ","VENICE","3","3.00 (2 1 0 0)","1,838","3,145","1923","$9,950","$9,950","1+Year","Unfurnished","96"
"","19","25565995","11","LD","2310   Glencoe Ave ","Venice","3","2.00 (2 0 0 0)","1,354","6,098","1924","$9,950","$9,950","Negotiable","Both","7"
"","30","25518917","11","LD","434   Sherman Canal  ","Venice","4","2.00 (2 0 0 0)","1,701","2,852","1977","$10,000","$10,000","1+Year","Unfurnished","31"
"","35","24-394331","11","LD","720   Brooks Ave ","Venice","3","3.00 (1 1 1 0)","2,522","2,462","2012","$10,000","$10,000","1-Year","Unfurnished","8"
"","48","24-397291","11","LD","519   San Juan Ave ","Venice","4","3.00 (3 0 0 0)","2,028","2,601","1908","$10,000","$10,000","1+Year,1-Year","Unfurnished","83"
"","25","24-350883","11","LD","602   Hampton Dr ","Venice","2","2.00 (1 0 1 0)","2,000","5,999","1948","$10,000","$10,000","Renewal Options,24 Months,Negotiable","Unfurnished","147"
"","27","24-383697","11","LD","682   Oxford Ave ","Venice","4","3.00 (3 0 0 0)","3,005","5,044","2001","$10,000","$10,000","1+Year,1-Year","Both","42"
"","46","24-474801","11","LD","819   Crestmoore Pl ","Venice","4","2.00 (2 0 0 0)","1,778","4,200","1936","$10,150","$10,600","1+Year","Unfurnished","17"
"","24","24-458439","11","LD","800   Indiana AVE ","VENICE","3","2.00 (2 0 0 0)","2,229","5,281","2004","$10,250","$10,250","1+Year","Unfurnished","51"
"","3","24-446489","11","LD","831   Venezia Ave ","Venice","2","2.00 (1 1 0 0)","1,500","5,517","1923","$10,500","$10,500","1+Year,12 Months","Unfurnished","48"
"","26","24-372265","11","LD","338   Rennie Ave #B","Venice","4","3.00 (2 0 1 0)","2,474","2,020","2014","$10,500","$10,250","1+Year,1-Year","Both","82"
"","35","24-473859","11","LD","32   Brooks Ave #B","Venice","3","3.00 (2 0 1 0)","1,900","4,496","1910","$10,500","$10,500","Short Term Lease,Season,6 Months,Other,Negotiable","Furnished","22"
"","16","25502522","11","LD","32   Brooks Ave #B","Venice","3","3.00 (2 0 1 0)","1,900","4,496","1910","$10,500","$10,500","Short Term Lease,Season,6 Months,Other,Negotiable","Both","50"
"","26","25537333","11","LD","707   Flower Ave ","Venice","2","3.00 (2 0 1 0)","2,200","5,801","2014","$11,000","$10,000","1+Year","Unfurnished","78"
"","37","24-456653","11","LD","37   Wavecrest Ave ","Venice","4","4.00 (3 0 0 1)","0","2,698","1908","$11,000","$11,000","6 Months,Month-to-Month,Short Term Lease,Negotiable,Season","Furnished","83"
"","20","24-469213","11","LD","825   Marco Pl ","Venice","3","2.00 (2 0 0 0)","1,907","3,330","1920","$11,495","$11,495","1+Year","Unfurnished","32"
"","45","24-455217","11","LD","2311   Louella Ave ","Venice","2","2.00 (2 0 0 0)","2,278","6,109","1924","$11,500","$11,500","1+Year","Furnished","80"
"","11","24-438811","11","LD","44   Sunset Ave ","Venice","3","3.00 (2 0 1 0)","2,926","3,605","1905","$11,500","$10,900","1+Year,1-Year,12 Months,24 Months,6 Months,Negotiable","Unfurnished","25"
"","30","24-376971","11","LD","216   GRAND  ","VENICE","3","3.00 (2 1 0 0)","4,104","2,249","1991","$11,500","$11,000","1+Year,Negotiable","Unfurnished","61"
