"Open Houses","Photo","MLS","AR","S","Address","City","BR","Baths(FTHQ)","SqFt","Lot Sz","YB","LP","SP","Lease Terms","Furnished","DOM"
"","4","SB25120642MR","11","LD","30   Dudley Ave #17","VENICE","0","1.00 (1 0 0 0)","200","3,746","1908","$2,398","$2,498","1+Year,1-Year,Month-to-Month,Other","Unfurnished","0"
"","26","24-440231","11","LD","305 309  Broadway St #14","Venice","1","1.00 (1 0 0 0)","535","15,597","1961","$2,400","$2,400","6 Months,Month-to-Month","Unfurnished","33"
"","24","24-412283","11","LD","115   Breeze Ave #4","Venice","1","1.00 (1 0 0 0)","500","2,251","1915","$2,400","$2,400","1-Year","Unfurnished","14"
"","10","25500745","11","LD","440   Howland Canal  #D","Venice","1","1.00 (1 0 0 0)","350","2,850","1924","$2,420","$2,420","1-Year,1+Year","Unfurnished","40"
"","12","24-426821","11","LD","1304   Riviera Ave #C","Venice","1","1.00 (1 0 0 0)","550","4,933","1914","$2,425","$2,425","1+Year","Unfurnished","29"
"","35","25513053","11","LD","315  N Venice Blvd #2","Venice","0","1.00 (1 0 0 0)","350","3,143","1924","$2,450","$2,300","Month-to-Month","Unfurnished","17"
"","12","SR24252754MR","11","LD","1302   Pacific Ave #2","VENICE","1","1.00 (1 0 0 0)","500","2,265","1912","$2,450","$2,450","1-Year","Unfurnished","32"
"","8","SR24119412MR","11","LD","34   Ozone  #2","VENICE","0","1.00 (1 0 0 0)","400","3,483","1964","$2,450","$2,450","","Unfurnished","24"
"","17","25578999","11","LD","313   Mildred Ave #25","Venice","1","1.00 (1 0 0 0)","650","17,558","1960","$2,495","$2,495","1+Year,1-Year,12 Months","Furnished","14"
"","19","OC24123897MR","11","LD","23   Rose  #1/2","VENICE","0","1.00 (1 0 0 0)","450","3,111","1952","$2,495","$2,495","","Unfurnished","162"
"","21","25544661","11","LD","2400   Pacific Ave #3","Venice","1","1.00 (1 0 0 0)","600","2,846","1945","$2,495","$2,495","1+Year,1-Year,12 Months","Unfurnished","26"
"","17","25490851","11","LD","313   Mildred Ave #23","Venice","1","1.00 (1 0 0 0)","650","17,558","1960","$2,495","$2,495","1+Year,1-Year,12 Months","Furnished","155"
"","18","25492401","11","LD","1325   Cabrillo Ave #11","Venice","0","1.00 (1 0 0 0)","","7,655","1920","$2,499","$2,499","1+Year","Unfurnished","11"
"","9","25496585","11","LD","1325   Cabrillo Ave #10","Venice","0","1.00 (1 0 0 0)","","7,655","1920","$2,499","$2,399","1+Year","Unfurnished","84"
"","12","25542175","11","LD","1325   Cabrillo Ave #3","Venice","0","1.00 (1 0 0 0)","","7,655","1920","$2,499","$2,349","1+Year","Unfurnished","42"
"","13","25540059","11","LD","1325   Cabrillo Ave #7","Venice","0","1.00 (1 0 0 0)","","7,655","1920","$2,499","$2,499","1+Year","Unfurnished","27"
"","14","24-446637","11","LD","1325   Cabrillo Ave #7","Venice","0","1.00 (1 0 0 0)","","7,655","1920","$2,499","$2,749","1+Year","Unfurnished","8"
"","14","25559355","11","LD","1325   Cabrillo Ave #5","Venice","0","1.00 (1 0 0 0)","","7,655","1920","$2,499","$2,499","1+Year","Unfurnished","17"
"","11","SR25052120MR","11","LD","34   Ozone Ave #2","VENICE","0","1.00 (1 0 0 0)","400","3,483","1964","$2,500","$2,500","1-Year","Unfurnished","29"
"","18","24-419211","11","LD","40   Rose Ave #6","Venice","1","1.00 (1 0 0 0)","700","3,173","1909","$2,500","$2,500","1+Year,1-Year,12 Months","Unfurnished","25"
"","8","24-386411","11","LD","700   Main St #7","Venice","0","1.00 (1 0 0 0)","","26,081","2008","$2,500","$2,500","6 Months,1-Year,Month-to-Month,Negotiable,Season,Short Term Lease","Furnished","87"
"","18","25490791","11","LD","2326   Pacific Ave #A","Los Angeles","1","1.00 (1 0 0 0)","750","2,888","1945","$2,580","$2,795","1+Year,1-Year,12 Months","Furnished","53"
"","15","25-490613","11","LD","2326   Pacific Ave #5","Los Angeles","1","1.00 (1 0 0 0)","750","2,888","1945","$2,595","$2,595","1+Year,1-Year,12 Months","Unfurnished","75"
"","19","25559069","11","LD","309   Broadway St #14","Venice","1","1.00 (1 0 0 0)","535","15,597","1961","$2,600","$2,600","Month-to-Month","Unfurnished","34"
"","16","TR24163821MR","11","LD","716   Vernon AVE ","VENICE","1","1.00 (1 0 0 0)","442","5,402","1927","$2,600","$2,500","","Unfurnished","43"
"","19","24-413707","11","LD","305 309  Broadway St #7","Venice","1","1.00 (1 0 0 0)","535","15,597","1961","$2,650","$2,650","1-Year","Unfurnished","21"
"","17","25490833","11","LD","313   Mildred Ave #12","Venice","1","1.00 (1 0 0 0)","650","17,558","1960","$2,673","$2,895","1+Year,1-Year,12 Months","Furnished","49"
"","13","25502967","11","LD","1307   Innes Pl #B","Venice","1","1.00 (1 0 0 0)","850","2,400","1910","$2,695","$2,595","1+Year","Unfurnished","50"
"","12","25554421","11","LD","1307   Innes Pl #C","Venice","1","1.00 (1 0 0 0)","650","2,400","1910","$2,695","$2,695","1+Year","Unfurnished","6"
"","12","25542609","11","LD","1307   Innes Pl #D","Venice","1","1.00 (1 0 0 0)","600","2,400","1910","$2,695","$2,695","1+Year","Unfurnished","5"
"","19","25547469","11","LD","510   Pacific Ave #5","Venice","1","1.00 (1 0 0 0)","603","6,455","1963","$2,750","$2,750","1+Year","Unfurnished","33"
"","21","24-421639","11","LD","28   CLUBHOUSE AVE #1/2","VENICE","1","1.00 (1 0 0 0)","400","3,136","1910","$2,750","$2,750","1+Year,1-Year","Unfurnished","15"
"","7","24-440471","11","LD","26   OZONE AVE #1","VENICE","1","1.00 (1 0 0 0)","700","3,369","1964","$2,750","$2,650","1+Year","Unfurnished","136"
"","1","24-441705","11","LD","510   Pacific Ave #8","Venice","1","1.00 (1 0 0 0)","493","6,455","1963","$2,750","$2,750","1+Year,1-Year","Unfurnished","118"
"","11","24-401593","11","LD","2001   Penmar Ave #6","Venice","1","1.00 (1 0 0 0)","700","10,370","1962","$2,750","$2,750","1-Year","Unfurnished","6"
"","19","25522617","11","LD","313   Mildred Ave #19","Venice","1","1.00 (1 0 0 0)","650","17,558","1960","$2,765","$2,995","1+Year,1-Year,12 Months","Furnished","10"
"","23","25-484113","11","LD","29   25Th Ave #C","Venice","0","1.00 (1 0 0 0)","400","2,640","1921","$2,795","$2,795","1+Year","Unfurnished","10"
"","25","24-466017","11","LD","15   Dudley Ave #7","Venice","0","1.00 (1 0 0 0)","400","3,560","1972","$2,795","$2,845","12 Months","Unfurnished","18"
"","38","24-468437","11","LD","115   Breeze Ave #3","Venice","1","2.00 (2 0 0 0)","600","2,251","1915","$2,800","$2,800","Month-to-Month","Unfurnished","8"
"","46","25497123","11","LD","305 309  Broadway St #4","Venice","1","1.00 (1 0 0 0)","565","15,597","1961","$2,800","$2,800","Month-to-Month","Unfurnished","9"
"","42","25559557","11","LD","505   Westminster Ave #3","Venice","1","1.00 (1 0 0 0)","446","5,201","1948","$2,800","$2,800","Month-to-Month","Unfurnished","1"
"","4","25526175","11","LD","15   Dudley Ave #2","Venice","0","1.00 (1 0 0 0)","580","3,560","1972","$2,895","$2,895","12 Months","Unfurnished","13"
"","22","25527507","11","LD","14   Brooks Ave #7","Venice","0","1.00 (1 0 0 0)","300","6,025","2022","$2,950","$2,950","Negotiable","Furnished","43"
"","10","25525295","11","LD","2001   Penmar Ave #4","Venice","1","1.00 (1 0 0 0)","650","2,220,253","1962","$2,995","$2,995","1-Year","Unfurnished","32"
"","12","25494133","11","LD","247   3rd Ave ","Venice","1","1.00 (1 0 0 0)","700","6,450","1953","$2,995","$2,995","1-Year,1+Year","Unfurnished","16"
"","14","24-397645","11","LD","2337   Penmar Ave #2343","Venice","2","1.00 (1 0 0 0)","","8,305","1955","$2,995","$3,220","1+Year,1-Year","Unfurnished","27"
"","8","24-395647","11","LD","529   GRAND  #A","VENICE","1","1.00 (1 0 0 0)","440","2,701","1923","$2,995","$3,115","1+Year","Unfurnished","50"
"","20","24-361080","11","LD","35   Ozone AVE #3A","VENICE","0","1.00 (1 0 0 0)","","3,000","1964","$2,995","$2,995","1+Year","Unfurnished","72"
"","8","24-421041","11","LD","2001   Penmar Ave #8","Venice","2","1.00 (1 0 0 0)","900","10,370","1962","$2,995","$2,995","1-Year","Unfurnished","17"
"","1","25-483113","11","LD","604   Venezia Ave #2","Venice","1","1.00 (1 0 0 0)","500","5,315","1951","$3,000","$3,300","1-Year","Both","176"
"","8","24-430055","11","LD","529   GRAND  #A","VENICE","1","1.00 (1 0 0 0)","440","2,701","1923","$3,040","$3,040","1+Year","Unfurnished","15"
"","8","24-350167","11","LD","2727   Abbot Kinney Blvd #10","Venice","2","1.00 (1 0 0 0)","800","13,359","1958","$3,095","$3,095","1+Year,1-Year,12 Months","Unfurnished","161"
"","12","24-390617","11","LD","2001   Penmar Ave #13","Venice","2","1.00 (1 0 0 0)","650","10,370","1962","$3,095","$3,095","1-Year","Unfurnished","11"
"","8","24-401399","11","LD","38   Sunset Ave #A","Venice","1","1.00 (1 0 0 0)","350","3,603","1924","$3,100","$3,100","1+Year","Both","71"
"","20","24-465123","11","LD","719   Brooks Ave ","Venice","1","1.00 (1 0 0 0)","","5,205","1952","$3,100","$3,100","1+Year","Unfurnished","14"
"","27","25541313","11","LD","626   Broadway Street  #2","Venice","2","1.00 (1 0 0 0)","500","5,000","","$3,100","$3,100","Month-to-Month","Unfurnished","18"
"","17","25520223","11","LD","529   GRAND  #A","VENICE","1","1.00 (1 0 0 0)","440","2,701","1923","$3,115","$3,115","1+Year","Unfurnished","6"
"","13","25512749","11","LD","2341   Beach Ave #2341 1/2","Venice","1","1.00 (1 0 0 0)","","2,699","1921","$3,150","$3,150","1+Year","Unfurnished","76"
"","10","24-410809","11","LD","1612   Linden Ave ","Venice","1","1.00 (1 0 0 0)","","3,400","","$3,150","$3,150","1+Year,Negotiable","Unfurnished","16"
"","10","24-397535","11","LD","2001   Penmar Ave #2","Venice","2","2.00 (2 0 0 0)","1,000","10,370","1962","$3,195","$3,195","1-Year","Unfurnished","47"
"","7","24-350171","11","LD","2727   Abbot Kinney Blvd #18","Venice","2","1.00 (1 0 0 0)","800","13,359","1958","$3,200","$3,200","1+Year,1-Year,12 Months","Unfurnished","171"
"","7","24-387905","11","LD","2727   Abbot Kinney Blvd #19","Venice","2","1.00 (1 0 0 0)","800","13,359","1958","$3,200","$3,200","1+Year,1-Year,12 Months","Unfurnished","69"
"","12","24-426053","11","LD","10   19th Ave #5","Venice","1","1.00 (1 0 0 0)","900","5,279","1971","$3,200","$3,050","1+Year","Unfurnished","24"
"","17","24-455067","11","LD","823   Flower Ave ","Venice","1","1.00 (1 0 0 0)","550","5,834","1946","$3,250","$3,250","1+Year,1-Year","Both","30"
"","17","25539097","11","LD","823   Flower Ave ","Venice","1","1.00 (1 0 0 0)","550","5,834","1946","$3,250","$3,250","1+Year,1-Year","Both","33"
"","27","25550079","11","LD","700   Angelus Pl #B","Venice","1","1.00 (1 0 0 0)","650","4,210","1911","$3,250","$3,250","1+Year","Unfurnished","15"
"","34","24-433659","11","LD","466 1/2 S Venice Blvd ","Venice","1","1.00 (1 0 0 0)","500","3,467","1926","$3,295","$3,295","1+Year","Unfurnished","7"
"","11","24-390605","11","LD","2001   Penmar Ave #12","Venice","2","2.00 (2 0 0 0)","650","10,370","1962","$3,295","$3,095","1-Year","Unfurnished","19"
"","16","24-386907","11","LD","627   Santa Clara Ave #2","Venice","2","1.00 (1 0 0 0)","764","5,178","1959","$3,300","$3,200","1-Year","Unfurnished","27"
"","17","24-430305","11","LD","511   Rialto Ave #1","Venice","1","1.00 (1 0 0 0)","0","0","1970","$3,300","$3,300","1+Year","Unfurnished","17"
"","29","24-369891","11","LD","309   Broadway St #3","Venice","2","2.00 (2 0 0 0)","750","15,601","1961","$3,350","$3,350","1-Year","Unfurnished","58"
"","21","24-447565","11","LD","708 B  Boccaccio Ave ","Venice","1","1.00 (1 0 0 0)","800","4,124","1924","$3,395","$3,395","1+Year","Unfurnished","21"
"","14","24-388459","11","LD","402  N Venice Blvd #A","Venice","1","2.00 (2 0 0 0)","","3,102","1922","$3,400","$3,200","1+Year","Unfurnished","114"
"","16","25566323","11","LD","1411   Innes Pl #4","Venice","2","1.00 (1 0 0 0)","780","4,000","1958","$3,400","$3,400","1+Year,1-Year,12 Months","Unfurnished","6"
"","14","24-415610","11","LD","1315   Riviera Ave ","Venice","1","1.00 (1 0 0 0)","700","1,800","1929","$3,445","$3,445","Other","Unfurnished","19"
"","16","24-381321","11","LD","835   Palms Blvd #2","Venice","3","1.00 (1 0 0 0)","1,000","5,384","1960","$3,450","$3,450","1+Year","Unfurnished","86"
"","35","SB24105037MR","11","LD","3315   Strongs DR #A","VENICE","2","1.00 (1 0 0 0)","800","2,742","1964","$3,450","$3,450","1-Year","Unfurnished","39"
"","14","24-421883","11","LD","245 1/2  3rd Ave ","Venice","2","1.00 (0 1 0 0)","0","6,450","1953","$3,475","$3,475","1-Year,1+Year","Unfurnished","36"
"","14","24-392429","11","LD","1317 1/2  Riviera Ave ","Venice","1","1.00 (1 0 0 0)","700","1,800","1929","$3,485","$3,445","1+Year","Unfurnished","21"
"","12","24-408960","11","LD","35   Ozone AVE #2","VENICE","1","1.00 (1 0 0 0)","605","3,000","1964","$3,495","$3,495","1+Year","Unfurnished","7"
"","14","25524165","11","LD","653   Sunset Ave #C","Venice","1","1.00 (1 0 0 0)","1,250","5,794","1952","$3,495","$3,495","1+Year","Unfurnished","28"
"","15","25-486669","11","LD","2106   Pisani  #5","Venice","2","1.00 (1 0 0 0)","675","4,001","","$3,495","$3,395","1-Year,1+Year,Negotiable","Unfurnished","34"
"","13","24-469245","11","LD","641   Sunset Ave #B","Venice","2","2.00 (2 0 0 0)","900","5,798","1989","$3,500","$3,500","1+Year","Unfurnished","16"
"","17","25-477879","11","LD","8   BROOKS AVE #4","VENICE","0","1.00 (1 0 0 0)","425","6,558","1921","$3,500","$3,000","1-Year","Furnished","34"
"","6","24-409479","11","LD","19   Sunset Ave ","Venice","1","1.00 (1 0 0 0)","900","3,678","1974","$3,500","$3,500","1+Year","Unfurnished","156"
"","13","24-380939","11","LD","125   Brooks Ave #B","Venice","2","1.00 (1 0 0 0)","900","2,243","1971","$3,500","$3,500","1+Year","Unfurnished","45"
"","26","24-387287","11","LD","8   Brooks Ave #5","Venice","0","1.00 (1 0 0 0)","375","6,560","1921","$3,500","$3,500","1-Year","Unfurnished","6"
"","15","24-356049","11","LD","22   Navy St #205","Venice","1","1.00 (1 0 0 0)","619","20,258","1973","$3,500","$3,300","6 Months","Unfurnished","86"
"","17","24-394207","11","LD","426   RIALTO AVE #B","VENICE","2","1.00 (1 0 0 0)","831","2,550","1921","$3,550","$3,550","1+Year","Unfurnished","16"
"","16","24-423991","11","LD","309   Broadway St #11","Venice","2","2.00 (2 0 0 0)","763","15,597","1961","$3,600","$3,600","1-Year","Unfurnished","20"
"","7","24-448823","11","LD","325   Indiana Ave #2","Venice","1","1.00 (1 0 0 0)","0","5,999","1952","$3,600","$3,750","1+Year","Unfurnished","6"
"","8","25-485125","11","LD","713   Vernon Ave #4","Venice","1","1.00 (1 0 0 0)","600","7,205","1942","$3,600","$3,600","1+Year,12 Months","Unfurnished","59"
"","40","25495871","11","LD","1304   Riviera Ave #D","Venice","1","1.00 (1 0 0 0)","750","4,933","1914","$3,640","$3,640","1+Year","Unfurnished","10"
"","32","25-481311","11","LD","2207   Ocean Front Walk #2","Venice","1","1.00 (1 0 0 0)","","3,150","1970","$3,695","$3,695","Negotiable,1+Year,24 Months,Season,Renewal Options","Furnished","31"
"","37","23-231565","11","LD","14   Brooks Ave #6","Venice","0","1.00 (1 0 0 0)","448","6,011","1963","$3,750","$3,650","1-Year","Both","872"
"","35","23-279236","11","LD","14   Brooks Ave #2","Venice","0","1.00 (1 0 0 0)","321","6,011","1963","$3,750","$3,750","1-Year","Furnished","749"
"","7","24-384473","11","LD","707   Marr St #206","Venice","2","2.00 (2 0 0 0)","858","12,677","1984","$3,800","$3,800","1-Year","Unfurnished","53"
"","12","SB24223213MR","11","LD","100  S Venice BLVD #10","VENICE","1","2.00 (1 0 1 0)","859","6,641","1973","$3,800","$3,800","","Unfurnished","22"
"","12","SB25147101MR","11","LD","100  S Venice BLVD #10","VENICE","1","2.00 (1 0 1 0)","859","6,641","1973","$3,800","$3,800","1-Year","Unfurnished","14"
"","11","24-451306","11","LD","20   28TH AVE #C","VENICE","1","1.00 (1 0 0 0)","750","5,280","1925","$3,815","$3,650","1+Year","Unfurnished","153"
"","15","24-377998","11","LD","423   Brooks Ave #2","Venice","2","1.00 (1 0 0 0)","900","5,282","1962","$3,850","$3,850","1+Year","Unfurnished","33"
"","19","24-456347","11","LD","1025   Pleasantview Ave #C","Venice","2","2.00 (2 0 0 0)","1,000","4,180","1977","$3,850","$3,850","1+Year,1-Year","Unfurnished","42"
"","16","24-406225","11","LD","641   Sunset Ave #A","Venice","2","2.00 (1 1 0 0)","900","5,798","1989","$3,850","$3,850","1+Year,1-Year,12 Months","Unfurnished","61"
"","10","24-378769","11","LD","2727   Abbot Kinney Blvd #2","Venice","2","1.00 (1 0 0 0)","850","13,359","1958","$3,895","$3,895","1+Year,12 Months","Unfurnished","86"
"","24","25557421","11","LD","713   Vernon Ave #1","Venice","1","1.00 (1 0 0 0)","600","7,203","1942","$3,900","$4,000","1+Year","Unfurnished","6"
"","17","25536277","11","LD","516   SUNSET AVE ","VENICE","1","1.00 (1 0 0 0)","750","5,766","1985","$3,900","$3,900","1+Year","Unfurnished","24"
"","16","25536339","11","LD","8   Brooks Ave #10","Venice","1","1.00 (1 0 0 0)","960","6,560","2006","$3,950","$3,950","1+Year","Unfurnished","56"
"","24","24-462771","11","LD","8   BROOKS AVE #9","VENICE","1","1.00 (1 0 0 0)","650","6,558","1921","$3,950","$3,950","1-Year","Unfurnished","140"
"","15","25-480283","11","LD","2707   Abbot Kinney  #102","VENICE","2","2.00 (2 0 0 0)","1,020","12,677","1984","$3,950","$3,950","1+Year,24 Months","Unfurnished","33"
"","28","25-486407","11","LD","945   Marco Pl #B","Venice","1","1.00 (0 1 0 0)","576","6,122","1923","$3,950","$3,950","1+Year","Unfurnished","56"
"","8","24-400021","11","LD","2480   Penmar Ave #2","Venice","2","3.00 (2 0 0 1)","1,261","8,863","1982","$3,950","$3,950","1-Year,1+Year,Negotiable","Unfurnished","17"
"","8","24-394597","11","LD","3005   OCEAN FRONT WALK #A","VENICE","2","1.00 (1 0 0 0)","","2,520","1960","$3,995","$3,995","1+Year","Unfurnished","114"
"","22","24-472693","11","LD","475   Carroll Ave ","Venice","2","1.00 (1 0 0 0)","900","2,557","1965","$3,995","$3,995","1+Year","Unfurnished","51"
"","12","24-459335","11","LD","4   20th AVE #301","VENICE","1","1.00 (1 0 0 0)","1,000","5,040","1973","$4,000","$4,000","1+Year","Unfurnished","53"
"","23","25505093","11","LD","510   Pacific Ave #2","Venice","2","1.00 (1 0 0 0)","","6,455","1963","$4,000","$4,000","1+Year,1-Year","Unfurnished","68"
"","7","24-388465","11","LD","402  N Venice Blvd #C","Venice","1","1.00 (1 0 0 0)","","3,102","1922","$4,000","$4,000","1+Year","Unfurnished","41"
"","17","24-408029","11","LD","1781   Washington Way ","Venice","2","1.00 (1 0 0 0)","900","4,567","1952","$4,000","$4,000","1+Year","Unfurnished","36"
"","42","24-458281","11","LD","2454   Penmar  ","Venice","2","2.00 (2 0 0 0)","1,006","5,978","2006","$4,000","$3,900","1+Year,1-Year,12 Months,24 Months,Other","Unfurnished","58"
"","23","24-431953","11","LD","565   Broadway St #4","Venice","3","1.00 (1 0 0 0)","1,000","5,203","1961","$4,000","$4,000","1-Year","Unfurnished","5"
"","19","SB24246955MR","11","LD","1922   Canal ST ","VENICE","1","1.00 (1 0 0 0)","922","2,992","1980","$4,000","$4,000","","Unfurnished","28"
"","23","24-447527","11","LD","708 A  Boccaccio Ave ","Venice","2","2.00 (1 1 0 0)","924","4,124","1924","$4,095","$4,095","1+Year","Unfurnished","12"
"","26","25567833","11","LD","336   Rennie AVE #A","VENICE","2","2.00 (1 1 0 0)","","6,360","1922","$4,100","$4,200","1+Year","Unfurnished","14"
"","13","23-327681","11","LD","8   Brooks Ave #14","Venice","0","1.00 (1 0 0 0)","700","6,560","1921","$4,150","$4,000","1-Year","Unfurnished","150"
"","15","24-363219","11","LD","2226   PENMAR AVE ","VENICE","2","2.00 (2 0 0 0)","1,420","6,336","2004","$4,200","$4,200","1+Year","Unfurnished","62"
"","19","24-391379","11","LD","255   Main St #207","Venice","2","2.00 (1 1 0 0)","1,245","73,379","1989","$4,250","$4,250","1+Year,1-Year,Negotiable","Unfurnished","13"
"","17","24-396181","11","LD","14   Brooks Ave #15","Venice","0","1.00 (1 0 0 0)","470","6,025","2022","$4,250","$4,250","1+Year,1-Year","Both","52"
"","23","24-408969","11","LD","2480   Penmar Ave #4","Venice","2","3.00 (3 0 0 0)","1,261","8,863","1982","$4,250","$4,250","1+Year","Unfurnished","12"
"","43","24-460999","11","LD","14   Brooks Ave #8","Venice","0","1.00 (1 0 0 0)","5,294","6,014","2022","$4,250","$4,250","Negotiable","Furnished","78"
"","17","24-392565","11","LD","1900   Pacific Ave ","Venice","2","1.00 (1 0 0 0)","985","2,725","1906","$4,295","$4,295","1+Year","Unfurnished","9"
"","17","25560049","11","LD","1900   Pacific Ave ","Venice","2","1.00 (1 0 0 0)","985","2,725","1906","$4,295","$4,295","1+Year","Unfurnished","34"
"","15","24-425511","11","LD","125   Brooks Ave #A","Venice","2","2.00 (1 1 0 0)","1,100","2,243","1971","$4,300","$4,300","1+Year","Unfurnished","13"
"","19","25515167","11","LD","537   Rialto AVE ","VENICE","1","1.00 (1 0 0 0)","480","2,402","1924","$4,345","$4,350","1+Year","Both","5"
"","20","25-484559","11","LD","10   19TH AVE #7","VENICE","1","1.00 (1 0 0 0)","1,100","5,279","1971","$4,395","$4,395","1+Year","Unfurnished","88"
"","33","24-470675","11","LD","535   Washington Blvd ","Venice","2","2.00 (2 0 0 0)","1,581","5,457","1955","$4,400","$4,400","1+Year","Unfurnished","167"
"","39","25525321","11","LD","507   San Juan Ave #1","Venice","2","2.00 (1 1 0 0)","1,100","5,190","1964","$4,400","$4,400","1-Year","Unfurnished","4"
"","27","24-440379","11","LD","336   RENNIE AVE #B","VENICE","2","1.00 (1 0 0 0)","","6,360","1922","$4,400","$4,400","1+Year","Unfurnished","14"
"","14","24-360621","11","LD","656   Indiana Ave #2","Venice","3","1.00 (1 0 0 0)","1,100","5,281","1962","$4,444","$4,444","1+Year","Both","164"
"","14","24-398305","11","LD","635   WESTMINSTER AVE #1","VENICE","2","1.00 (1 0 0 0)","826","5,209","1963","$4,500","$4,500","1+Year","Unfurnished","8"
"","9","24-448817","11","LD","806   6th Ave #4","Venice","1","1.00 (1 0 0 0)","885","5,941","1957","$4,500","$4,500","1+Year","Unfurnished","6"
